step,train_loss,test_loss
0,0.13869743049144745,0.1383216381072998
1,0.1351926326751709,0.1343524307012558
2,0.13202476501464844,0.13137540221214294
3,0.12885241210460663,0.12872910499572754
4,0.12715452909469604,0.12729251384735107
5,0.12700411677360535,0.12709543108940125
6,0.12688849866390228,0.12703274190425873
7,0.12637639045715332,0.126644566655159
8,0.12592895328998566,0.1263103187084198
9,0.1255774050951004,0.12595105171203613
10,0.12544633448123932,0.12590906023979187
11,0.12552198767662048,0.12592411041259766
12,0.1254698485136032,0.12596674263477325
13,0.12527713179588318,0.12578383088111877
14,0.1252923607826233,0.12588855624198914
15,0.1252564787864685,0.1258789449930191
16,0.12478501349687576,0.12547819316387177
17,0.12387936562299728,0.12490683048963547
18,0.12352650612592697,0.12489514797925949
19,0.12310377508401871,0.1248307079076767
20,0.12257738411426544,0.12405663728713989
21,0.12321731448173523,0.12453673034906387
22,0.12339235097169876,0.12464548647403717
23,0.12354515492916107,0.12453338503837585
24,0.12372653186321259,0.12431824952363968
25,0.12343048304319382,0.12383297830820084
26,0.1232980266213417,0.12374087423086166
27,0.12307567894458771,0.12357430905103683
28,0.1230059266090393,0.12345630675554276
29,0.12285436689853668,0.12324485927820206
30,0.12299861758947372,0.12340133637189865
31,0.12277746945619583,0.12326125800609589
32,0.12299439311027527,0.12340480834245682
33,0.12295781075954437,0.12343378365039825
34,0.12271220982074738,0.1232895627617836
35,0.12277118861675262,0.12333665043115616
36,0.12277532368898392,0.12327688187360764
37,0.12284792214632034,0.12339770793914795
38,0.12245474755764008,0.12320093810558319
39,0.12258768081665039,0.1233191043138504
40,0.12263642996549606,0.12326972186565399
41,0.12261662632226944,0.12331736087799072
42,0.12262967228889465,0.12352059781551361
43,0.12262538820505142,0.1234576478600502
44,0.12233074754476547,0.1230788603425026
45,0.1223476380109787,0.12309654802083969
46,0.12229735404253006,0.1231822818517685
47,0.12215321511030197,0.12315484136343002
48,0.12201651930809021,0.12309396266937256
49,0.12194257229566574,0.12318956106901169
50,0.12185650318861008,0.12334094941616058
51,0.12171187996864319,0.12337251007556915
52,0.12127658724784851,0.12289322912693024
53,0.12095464020967484,0.12280739843845367
54,0.12053684890270233,0.12281256169080734
55,0.11999084800481796,0.12244782596826553
56,0.11971832811832428,0.12242745608091354
57,0.1190333440899849,0.12215841561555862
58,0.11891090869903564,0.12220781296491623
59,0.1188889890909195,0.1221461072564125
60,0.11890239268541336,0.12209740281105042
61,0.11877522617578506,0.12215647846460342
62,0.11872805655002594,0.12205393612384796
63,0.11869972199201584,0.12195076048374176
64,0.1187632828950882,0.12215697765350342
65,0.11885081231594086,0.12226687371730804
66,0.11870613694190979,0.12224207818508148
67,0.11874984949827194,0.12218056619167328
68,0.11851667612791061,0.12211694568395615
69,0.11841049790382385,0.12200391292572021
70,0.11831793189048767,0.12214752286672592
71,0.11848069727420807,0.12246138602495193
72,0.11821094155311584,0.12233145534992218
73,0.11796251684427261,0.12206528335809708
74,0.11766926944255829,0.12210815399885178
75,0.11786547303199768,0.12218207865953445
76,0.11809487640857697,0.12236447632312775
77,0.1182379424571991,0.12243419885635376
78,0.11766485124826431,0.12201764434576035
79,0.11796094477176666,0.12203674763441086
80,0.11741586774587631,0.12200437486171722
81,0.1171812191605568,0.12194771319627762
82,0.1173672303557396,0.12207860499620438
83,0.11726639419794083,0.12206172943115234
84,0.11707748472690582,0.12189218401908875
85,0.11702562868595123,0.12197334319353104
86,0.11710265278816223,0.12202084064483643
87,0.1172202080488205,0.12195545434951782
88,0.11708606779575348,0.12195407599210739
89,0.11691506206989288,0.12176202982664108
90,0.11685527861118317,0.12187519669532776
91,0.11678069084882736,0.12202152609825134
92,0.11662805825471878,0.12182178348302841
93,0.11648569256067276,0.12159665673971176
94,0.11637812107801437,0.1217227578163147
95,0.1165635883808136,0.12184783816337585
96,0.11660710722208023,0.1217099130153656
97,0.11670161038637161,0.12167659401893616
98,0.11680581420660019,0.12196653336286545
99,0.11668357998132706,0.12187430262565613
100,0.11648164689540863,0.12167549133300781
101,0.11650468409061432,0.12177474796772003
102,0.11653925478458405,0.12188662588596344
103,0.11622758209705353,0.12167118489742279
104,0.11616899073123932,0.12154736369848251
105,0.11626025289297104,0.12165497988462448
106,0.11628060042858124,0.12177233397960663
107,0.1193961650133133,0.12491974234580994
108,0.11572784930467606,0.12161912024021149
109,0.11576773971319199,0.12170170247554779
110,0.11573005467653275,0.12166211754083633
111,0.11570421606302261,0.12159998714923859
112,0.11549000442028046,0.1215505376458168
113,0.1157279908657074,0.12182307988405228
114,0.11587734520435333,0.12206621468067169
115,0.11574579775333405,0.12190210074186325
116,0.11575207114219666,0.12208281457424164
117,0.11556664854288101,0.12174198031425476
118,0.11550049483776093,0.12192262709140778
119,0.11551348119974136,0.12182019650936127
120,0.11534050852060318,0.12167908996343613
121,0.11530643701553345,0.12159654498100281
122,0.11542022228240967,0.12163898348808289
123,0.11559151113033295,0.1218223124742508
124,0.11551910638809204,0.12178193032741547
125,0.11530610173940659,0.12176399677991867
126,0.11529985070228577,0.12178360670804977
127,0.11524687707424164,0.12181912362575531
128,0.11531216651201248,0.1217317059636116
129,0.11527937650680542,0.12161359190940857
130,0.11517315357923508,0.12144703418016434
131,0.11507310718297958,0.12164299190044403
132,0.11522369831800461,0.12174452841281891
133,0.11488329619169235,0.12171989679336548
134,0.11460065096616745,0.1215657964348793
135,0.114627406001091,0.12154778838157654
136,0.11458002775907516,0.12161242961883545
137,0.11451525241136551,0.12179138511419296
138,0.11423157155513763,0.12158609926700592
139,0.11414889246225357,0.12140005081892014
140,0.11414745450019836,0.1216123178601265
141,0.11412124335765839,0.12167995423078537
142,0.11397983133792877,0.12175528705120087
143,0.11386650800704956,0.12170276790857315
144,0.11382181942462921,0.12161494791507721
145,0.11368239670991898,0.12153536826372147
146,0.11350341141223907,0.1215236485004425
147,0.11334198713302612,0.12139052897691727
148,0.11347385495901108,0.12123630195856094
149,0.11332700401544571,0.1211666688323021
150,0.11338041722774506,0.12132841348648071
151,0.11335311084985733,0.12138018757104874
152,0.11347755044698715,0.12152007967233658
153,0.11346696317195892,0.12144896388053894
154,0.11343153566122055,0.12149574607610703
155,0.11355102807283401,0.12145721912384033
156,0.113680399954319,0.12157066911458969
157,0.11363530158996582,0.12145933508872986
158,0.11371152848005295,0.1216089129447937
159,0.11362475901842117,0.12175378948450089
160,0.11352239549160004,0.1216091439127922
161,0.11344090849161148,0.12139581143856049
162,0.11358513683080673,0.12156971544027328
163,0.11348190903663635,0.12164607644081116
164,0.11351870745420456,0.12130813300609589
165,0.11318822205066681,0.12121999263763428
166,0.11317123472690582,0.12132254987955093
167,0.1131439283490181,0.12150672823190689
168,0.11314234137535095,0.12167796492576599
169,0.11311139166355133,0.12150311470031738
170,0.11321741342544556,0.12147268652915955
171,0.11320020258426666,0.12159829586744308
172,0.11314757913351059,0.12166989594697952
173,0.11349698156118393,0.12145689874887466
174,0.11335302889347076,0.12164998054504395
175,0.11332505196332932,0.12183109670877457
176,0.11334513127803802,0.12157732248306274
177,0.11326411366462708,0.12153793126344681
178,0.11321496963500977,0.12162202596664429
179,0.11315042525529861,0.12168344855308533
180,0.11330019682645798,0.12190311402082443
181,0.1131056621670723,0.12158127129077911
182,0.11323190480470657,0.12161815911531448
183,0.11313451826572418,0.12154723703861237
184,0.11322327703237534,0.12177105993032455
185,0.1131976917386055,0.12175153195858002
186,0.11300104856491089,0.12168467789888382
187,0.11304637789726257,0.12170080095529556
188,0.11316119134426117,0.12182920426130295
189,0.11294979602098465,0.12168485671281815
190,0.11297469586133957,0.1215989738702774
191,0.11299026757478714,0.12166716158390045
192,0.11288925260305405,0.12156780809164047
193,0.11250702291727066,0.12126486748456955
194,0.11555447429418564,0.12441489845514297
195,0.11247985064983368,0.12148735672235489
196,0.1127789095044136,0.12199128419160843
197,0.11278016120195389,0.12198808789253235
198,0.11268893629312515,0.12171748280525208
199,0.11252323538064957,0.12178497016429901
200,0.1126866415143013,0.12208326905965805
201,0.11234082281589508,0.12189943343400955
202,0.11226692795753479,0.12169776856899261
203,0.11206886172294617,0.12147850543260574
204,0.11207414418458939,0.12152469903230667
205,0.11216534674167633,0.12158255279064178
206,0.11220743507146835,0.12147871404886246
207,0.1130036935210228,0.12214943766593933
208,0.11212034523487091,0.1214720606803894
209,0.112354576587677,0.12201586365699768
210,0.11205774545669556,0.12185365706682205
211,0.11219596862792969,0.12197739630937576
212,0.1119106188416481,0.12180087715387344
213,0.11180703341960907,0.12173549085855484
214,0.11153299361467361,0.1216268464922905
215,0.11171036958694458,0.12177931517362595
216,0.11184322834014893,0.12182227522134781
217,0.11198126524686813,0.12188108265399933
218,0.1118113100528717,0.12176787108182907
219,0.11165071278810501,0.12170585244894028
220,0.11155950278043747,0.12170842289924622
221,0.11161981523036957,0.12166202813386917
222,0.11162921786308289,0.12153326719999313
223,0.11162102222442627,0.12161310017108917
224,0.11142870038747787,0.12147883325815201
225,0.11174433678388596,0.12175066024065018
226,0.11177877336740494,0.12159605324268341
227,0.11204533278942108,0.12166926264762878
228,0.11206497251987457,0.12177979201078415
229,0.1119963601231575,0.12177761644124985
230,0.11195189505815506,0.12179641425609589
231,0.11184173822402954,0.12172791361808777
232,0.11157351732254028,0.1214677020907402
233,0.11145716905593872,0.12112656980752945
234,0.11510173976421356,0.12367761135101318
235,0.11136995255947113,0.12126391381025314
236,0.11143553256988525,0.12112296372652054
237,0.111247219145298,0.12104284018278122
238,0.1112327054142952,0.12098433077335358
239,0.11118127405643463,0.12092757970094681
240,0.11126839369535446,0.1211635172367096
241,0.11123178154230118,0.12096425145864487
242,0.1112125888466835,0.12098316103219986
243,0.11118147522211075,0.12089613825082779
244,0.11109958589076996,0.12093746662139893
245,0.11125902831554413,0.12092983722686768
246,0.11137084662914276,0.12102052569389343
247,0.1114581897854805,0.121261365711689
248,0.11165081709623337,0.12176349014043808
249,0.11149503290653229,0.12141662836074829
250,0.11114512383937836,0.12104278802871704
251,0.11123321950435638,0.12132606655359268
252,0.11128836125135422,0.12133774161338806
253,0.11121700704097748,0.12118551135063171
